s11,s22,s12,r_calc,theta_deg,phi_deg,theta_rad,phi_rad
0.15618931,0.032798443,-0.98718244,1.0,11.859318,170.81656,0.20698415,2.9813116
-0.3447109,-0.9244531,0.16297504,0.99999994,249.55046,80.62038,4.3554773,1.4070911
0.3444446,0.6693767,0.6582498,1.0,62.770775,48.833473,1.0955567,0.85230494
-0.6381243,-0.7683712,-0.049020547,0.99999994,230.29071,92.80979,4.0193315,1.6198366
0.1468125,-0.9796217,-0.13706721,1.0,278.52325,97.87817,4.8611484,1.7082964
0.41640052,0.79310256,-0.444521,1.0,62.2993,116.3927,1.087328,2.031436
-0.78272307,0.3468687,0.5167462,0.99999994,156.09917,58.88575,2.7244446,1.0277503
-0.7028453,-0.69875073,0.13325146,1.0,224.83261,82.342476,3.9240696,1.4371474
-0.9639868,0.030441968,0.26420197,1.0,178.19124,74.68046,3.110024,1.30342
0.6399097,-0.03678116,-0.76756936,1.0,356.71033,140.13612,6.22577,2.4458368
0.049286555,0.52134264,-0.8519229,1.0,84.599434,148.42143,1.4765388,2.590443
0.5285819,0.16308142,0.83307,1.0,17.14637,33.584595,0.29926062,0.5861618
0.42263296,-0.63738495,0.64429945,1.0,303.54727,49.886833,5.2978997,0.8706895
0.668049,0.7177311,0.19639903,1.0,47.053253,78.67354,0.8212342,1.3731123
0.366817,-0.5593276,0.7433693,1.0,303.25757,41.980774,5.2928433,0.7327028
-0.7744787,0.00051983766,-0.63259983,1.0,179.96155,129.24219,3.1409216,2.2557018
0.16567442,0.8051151,-0.56951004,1.0,78.37214,124.716064,1.367852,2.176706
0.6450977,-0.49300793,0.5837741,1.0,322.61157,54.283566,5.6306343,0.947427
0.90496695,-0.35695994,-0.23154779,1.0,338.47348,103.388214,5.907477,1.8044648
0.9128277,-0.40824357,-0.009101137,1.0,335.9044,90.52146,5.862638,1.5798976
-0.41806328,0.69475913,-0.585263,0.99999994,121.03693,125.82157,2.112493,2.1960008
0.73051476,-0.59573174,-0.3338441,1.0,320.80292,109.50226,5.599067,1.911175
-0.62742156,-0.61338246,-0.4796917,1.0,224.35175,118.66527,3.9156768,2.0710998
0.01863595,0.8104919,-0.58545333,1.0,88.68281,125.83503,1.5478071,2.1962357
-0.88522846,0.06519724,-0.46056473,1.0,175.78775,117.42355,3.0680752,2.0494277
-0.7048023,0.6945502,-0.14440842,1.0,135.41975,98.303024,2.3635206,1.7157115
-0.30476174,-0.07793982,-0.94923425,1.0,194.34535,161.66513,3.3919666,2.821589
0.8858199,0.25649688,0.38669428,1.0,16.148832,67.25104,0.2818503,1.1737521
0.6851757,-0.6830011,-0.25306863,1.0,315.09106,104.659164,5.499377,1.8266472
-0.5632256,-0.5299346,0.6339923,1.0,223.25565,50.654713,3.8965464,0.88409156
-0.21734299,-0.97329324,0.073907234,1.0,257.412,85.76156,4.4926867,1.4968216
-0.74575835,0.08850469,0.6603116,0.99999994,173.23193,48.676353,3.0234678,0.8495627
0.25629464,0.9644832,0.06391557,1.0,75.11855,86.33541,1.3110662,1.5068372
-0.67122096,-0.6742913,0.30788568,0.99999994,225.13074,72.06814,3.929273,1.2578263
0.074274115,-0.6910539,-0.7189769,1.0,276.13455,135.97008,4.8194575,2.3731256
0.38924965,0.4048575,0.82739055,1.0,46.12598,34.16839,0.80505025,0.5963509
0.62880784,-0.17331183,0.7579998,1.0,344.59073,40.71182,6.014243,0.7105553
-0.28505138,0.7920971,-0.539748,1.0,109.79224,122.66647,1.9162362,2.140934
0.09321949,-0.71387273,0.6940431,1.0,277.43976,46.04899,4.8422375,0.8037065
-0.7531784,-0.5509712,0.35937867,1.0,216.18651,68.93796,3.7731667,1.2031944
-0.8207562,-0.46709996,0.32890248,0.99999994,209.64459,70.79782,3.6589887,1.2356552
0.7754102,-0.35651672,0.52118605,1.0,335.30804,58.588158,5.8522296,1.0225563
0.3673265,0.7347857,-0.5702291,1.0,63.439087,124.7662,1.107221,2.177581
0.8349114,0.34387234,-0.429738,0.99999994,22.38514,115.45093,0.3906944,2.014999
0.7962508,0.58946615,0.13606736,1.0,36.512623,82.17966,0.6372655,1.4343057
-0.8474826,-0.52120554,0.10058828,1.0,211.59169,84.22695,3.692972,1.4700377
-0.7478464,0.21630614,0.6276443,1.0,163.86809,51.123463,2.8600378,0.89227283
0.26963475,0.49448073,-0.8263086,1.0,61.396866,145.72139,1.0715775,2.5433183
0.933154,0.2110277,0.2910171,1.0,12.742785,73.08114,0.22240357,1.2755066
0.90785605,0.062702455,0.41456705,1.0,3.9509454,65.50794,0.06895701,1.1433294
-0.31277758,0.40657783,0.8584082,1.0,127.57084,30.861675,2.2265313,0.5386379
-0.35295203,0.866296,-0.35349125,0.99999994,112.16729,110.701004,1.9576886,1.9320971
0.56736684,0.13852055,0.8117308,1.0,13.72015,35.734615,0.23946181,0.62368673
-0.8451007,0.08208855,-0.5282672,1.0,174.452,121.88845,3.044762,2.1273549
0.6274856,-0.35488924,0.693048,1.0,330.50864,46.12813,5.768464,0.8050878
0.78186274,0.21484111,-0.585264,1.0,15.36459,125.82164,0.2681627,2.196002
0.00087121985,-0.99210745,0.12538736,0.99999994,270.05032,82.796875,4.7132673,1.4450781
-0.17295529,-0.98319983,0.058348116,0.99999994,260.02313,86.65499,4.53826,1.512415
0.493181,0.16685437,0.8537752,0.99999994,18.691849,31.375305,0.3262343,0.5476024
0.60334015,-0.74894226,-0.27398202,1.0,308.85455,105.90135,5.390529,1.8483274
0.11183233,0.5202905,-0.8466353,0.99999994,77.869286,147.84758,1.3590755,2.5804272
0.4153105,0.7505697,0.5139672,1.0,61.043056,59.071556,1.0654024,1.0309932
0.07270951,0.37990525,-0.92216337,0.99999994,79.16526,157.24443,1.3816946,2.7444332
0.99867004,-0.038693856,-0.034072835,1.0,357.78116,91.95261,6.2444596,1.6048758
0.44126916,0.8960459,-0.048818175,1.0,63.78148,92.79818,1.1131968,1.6196339
0.9113789,0.4018515,0.08890316,0.99999994,23.793974,84.89948,0.4152832,1.4817756
0.20738976,0.666958,0.71565115,1.0,72.72698,44.30341,1.2693254,0.7732404
-0.5926652,-0.793195,0.13996293,0.99999994,233.23338,81.95429,4.0706906,1.4303724
0.016343944,0.9025465,-0.430282,0.99999994,88.96256,115.48546,1.5526897,2.0156016
-0.8857558,-0.3140618,0.34176296,1.0,199.52295,70.01568,3.4823325,1.2220042
0.18211642,0.91141254,0.36899972,1.0,78.7001,68.34606,1.373576,1.1928638
-0.9222801,0.32695907,0.20614856,1.0,160.47998,78.10326,2.8009043,1.3631591
-0.8822945,-0.00229774,0.4706922,0.99999994,180.1492,61.920757,3.144197,1.0807211
-0.96691835,0.103369094,0.23320313,0.99999994,173.89793,76.51427,3.0350916,1.335426
0.48240376,0.8140864,-0.3233419,1.0,59.350258,108.86515,1.0358574,1.9000554
0.26113755,0.9652977,0.0027536263,1.0,74.862366,89.842224,1.3065948,1.5680428
0.78001654,-0.27465674,0.5622614,1.0,340.602,55.787663,5.9446263,0.97367847
0.041814763,0.060005702,0.99732184,1.0,55.12942,4.1942325,0.96219,0.07320317
-0.91227525,-0.36410242,0.1875721,1.0,201.75766,79.188866,3.5213356,1.3821065
-0.6409589,0.5257293,0.55926776,1.0,140.64061,55.994823,2.4546418,0.9772941
0.17139484,0.9823194,-0.07531502,1.0,80.10268,94.31932,1.3980556,1.6461828
0.10365237,0.94153935,0.32056174,1.0,83.717705,71.3031,1.4611497,1.2444739
-0.8310492,-0.23513432,0.50405264,1.0,195.79816,59.731518,3.4173226,1.0425117
0.30183557,0.92463267,-0.23227067,0.99999994,71.921326,103.43079,1.255264,1.805208
-0.86341614,-0.15484296,0.4801419,1.0,190.16719,61.30533,3.3190439,1.0699799
0.99189025,0.052871272,-0.11557825,1.0,3.0511808,96.63697,0.053253155,1.6866335
-0.04615758,0.52682483,-0.84871966,1.0,95.007164,148.07268,1.6581879,2.5843558
-0.7873309,0.11193753,-0.6062838,1.0,171.90828,127.32127,3.0003657,2.2221756
0.99732846,0.016892534,-0.07106781,1.0,0.9703707,94.07532,0.016936164,1.6419241
-0.6918764,-0.70374864,0.1613841,1.0,225.48738,80.71275,3.9354975,1.4087033
0.8654334,-0.2693101,0.42248914,1.0,342.7146,65.008156,5.9814987,1.1346065
-0.31809503,0.034356445,0.9474361,1.0,173.83556,18.659601,3.034003,0.3256715
0.45513383,-0.72282445,0.5199789,1.0,302.197,58.669163,5.2743325,1.0239701
0.7355638,-0.67412746,-0.06706781,1.0,317.49545,93.84559,5.5413413,1.6379145
-0.92851526,0.23077856,0.29086187,0.99999994,166.0422,73.09043,2.8979833,1.2756687
-0.58559746,-0.0054765455,-0.8105835,0.99999994,180.53581,144.15298,3.1509445,2.5159442
0.64178634,-0.11910782,-0.7575775,1.0,349.4862,139.25108,6.099685,2.4303901
-0.5613668,0.8114632,-0.16246481,1.0,124.675316,99.34998,2.1759949,1.7339845
0.5640551,-0.76749444,-0.3046213,1.0,306.3133,107.73538,5.3461757,1.8803372
-0.95362586,0.1813002,-0.2402665,1.0,169.23558,103.90227,2.9537182,1.8134367
-0.2768727,-0.85449374,-0.43952474,1.0,252.04665,116.07357,4.399044,2.025866
-0.6607253,-0.6107843,-0.43633088,1.0,222.75075,115.87,3.8877342,2.022313
0.55760777,0.799261,-0.22417738,1.0,55.09828,102.954506,0.9616465,1.7968953
0.100147486,0.96467143,0.24367915,1.0,84.07306,75.89621,1.4673518,1.3246388
-0.69792557,-0.60014033,0.39080873,1.0,220.69196,66.99517,3.8518014,1.1692864
0.59623086,-0.7585874,0.262781,0.99999994,308.16644,74.76486,5.3785195,1.304893
-0.68634933,-0.66777927,0.2880892,0.99999994,224.21431,73.2564,3.913278,1.2785655
0.18151438,-0.85010016,-0.49435037,1.0,282.05286,119.626915,4.9227514,2.0878837
0.41845566,-0.35993707,-0.8338706,1.0,319.29935,146.49841,5.572825,2.5568798
0.8732716,0.13222046,-0.46895042,1.0,8.609656,117.96619,0.15026686,2.0588984
-0.09844385,-0.8162504,0.5692487,0.99999994,263.12305,55.302143,4.592364,0.96520454
-0.3857746,-0.6633928,-0.64116144,1.0,239.82123,129.87848,4.1856704,2.266807
0.40837252,-0.7688125,0.49209678,1.0,297.97604,60.52151,5.200663,1.0562997
-0.89121234,-0.43042988,-0.14307576,1.0,205.77919,98.22587,3.5915246,1.7143649
-0.17995258,-0.9697748,0.16478449,0.99999994,259.4877,80.51528,4.528915,1.4052569
-0.020435948,-0.29781884,0.95440364,1.0,266.0746,17.368681,4.643878,0.3031407
-0.38337255,0.7925151,-0.474284,1.0,115.81498,118.31275,2.0213528,2.0649471
-0.4444759,-0.084576204,-0.89178926,1.0,190.7736,153.09895,3.3296278,2.672081
0.41942045,0.38374385,-0.822695,0.99999994,42.456585,145.35548,0.74100727,2.536932
-0.5414504,-0.19592789,0.8175841,1.0,199.89304,35.15632,3.4887917,0.6135935
-0.2645018,-0.9360321,-0.23212634,1.0,254.22089,103.42229,4.4369917,1.8050596
-0.30664685,0.69255006,0.6529488,1.0,113.88277,49.235703,1.9876294,0.8593252
-0.58633333,-0.3802237,0.71529233,0.99999994,212.96248,44.33283,3.7168965,0.7737539
0.9154382,-0.35444492,0.19063522,1.0,338.83426,79.01014,5.913774,1.3789872
0.40994164,0.8795897,0.24139148,1.0,65.01165,76.03132,1.1346674,1.3269969
0.10902091,0.4063423,-0.90719366,0.99999994,74.98134,155.12038,1.3086714,2.7073615
0.38066795,-0.18852052,-0.9052911,1.0,333.65372,154.8625,5.823356,2.7028608
0.55956715,0.051892538,0.82715887,1.0,5.29828,34.192017,0.092472434,0.5967633
-0.4565937,0.8558954,-0.24282771,1.0,118.07853,104.05349,2.0608592,1.8160762
-0.562336,-0.82379293,-0.07171754,1.0,235.68184,94.11264,4.1134243,1.6425755
-0.19655503,0.24456163,0.9495029,1.0,128.78896,18.285868,2.2477915,0.31914863
-0.11919935,0.5902008,0.7984075,1.0,101.41809,37.021698,1.7700797,0.6461506
0.069626026,-0.9789287,-0.19196577,1.0,274.0683,101.06753,4.7833943,1.7639612
0.18827826,-0.9817971,0.025015343,1.0,280.85574,88.566574,4.901858,1.5457784
-0.8343918,-0.3804688,-0.39879048,0.99999994,204.51219,113.50259,3.5694113,1.980994
-0.63922334,-0.2595487,-0.7238978,1.0,202.09898,136.37723,3.527293,2.3802319
0.6556382,0.6448515,-0.39281675,0.99999994,44.524776,113.129875,0.777104,1.974489
-0.044339605,-0.48865306,-0.87135077,0.99999994,264.81528,150.616,4.6218987,2.628745
0.9810677,0.18823439,0.045540206,0.99999994,10.861167,87.38983,0.18956314,1.5252404
0.7594401,-0.44686785,-0.47282112,1.0,329.5267,118.217575,5.751326,2.063286
-0.62088263,0.22427198,0.751137,1.0,160.13953,41.31103,2.7949622,0.72101355
-0.6289288,0.30944586,0.7132264,1.0,153.80186,44.501965,2.684349,0.77670586
0.6399121,0.58185667,0.5019515,1.0,42.279488,59.8708,0.7379163,1.0449426
-0.76652926,-0.15844913,0.62235576,0.99999994,191.6791,51.511623,3.3454316,0.8990475
0.6834188,0.4324017,-0.58819,1.0,32.321693,126.02866,0.56412,2.1996152
0.009294472,0.8648301,0.5019787,1.0,89.384254,59.869003,1.5600497,1.0449113
-0.023863325,-0.4654555,0.88474953,1.0,267.0651,27.779284,4.661165,0.48483998
-0.97169316,0.10480675,0.21172601,0.99999994,173.84387,77.77648,3.0341482,1.3574557
0.55976486,0.828429,-0.019202312,1.0,55.953323,91.10028,0.9765698,1.5899999
-0.5307348,-0.8385926,0.122813284,1.0,237.67079,82.9455,4.148138,1.4476722
-0.8602052,0.31431884,0.40156043,1.0,159.92769,66.324234,2.791265,1.1575763
-0.7215828,-0.23169775,0.6524067,1.0,197.80164,49.2767,3.45229,0.86004066
-0.7863012,-0.6016449,-0.1405484,1.0,217.42169,98.079575,3.7947247,1.7118117
-0.023768695,-0.4096506,-0.9119328,1.0,266.67932,155.77383,4.6544323,2.7187665
0.48034966,-0.20651585,-0.8524174,1.0,336.73578,148.47557,5.877148,2.5913877
-0.9709316,0.23438907,-0.048514415,1.0,166.4281,92.78076,2.9047184,1.6193298
0.35640398,0.8023289,-0.4787949,1.0,66.048645,118.60672,1.1527663,2.070078
0.54156864,-0.6134755,0.5747619,1.0,311.43765,54.917038,5.4356127,0.95848316
-0.45032603,0.7856331,-0.4242489,1.0,119.8214,115.103134,2.091278,2.0089288
0.962997,0.26163086,-0.064699806,1.0,15.199465,93.70962,0.26528072,1.6355414
0.3439518,0.60388505,-0.719041,0.99999994,60.335674,135.97536,1.0530562,2.3732178
-0.51138747,0.2233131,0.8298278,1.0,156.41002,33.918945,2.72987,0.5919973
0.31001416,-0.67825025,-0.6662341,1.0,294.56415,131.77707,5.1411147,2.299944
-0.20125562,0.9104056,0.36146635,1.0,102.465416,68.80972,1.7883589,1.2009562
-0.07665182,0.12697336,-0.98893994,0.99999994,121.11871,171.47063,2.1139205,2.9927273
0.3865731,-0.030207496,-0.9217639,0.99999994,355.53186,157.18533,6.205202,2.7434018
0.5834443,0.50445914,0.6364855,1.0,40.847435,50.46975,0.7129223,0.88086337
-0.47783735,0.8094527,-0.34125903,1.0,120.55427,109.9536,2.104069,1.9190524
-0.85316837,-0.44725427,-0.26845363,1.0,207.66476,105.572266,3.624434,1.8425838
0.0071843495,0.926436,0.3763837,1.0,89.55569,67.89014,1.5630417,1.1849065
-0.9772922,-0.21153137,0.01242837,0.99999994,192.21307,89.28789,3.354751,1.5583677
-0.81720686,0.4178416,-0.39696515,1.0,152.91913,113.38859,2.6689425,1.9790043
0.69555897,0.2555995,-0.67146605,1.0,20.177042,132.18031,0.35215583,2.3069818
0.059982415,-0.54810435,-0.8342564,1.0,276.24536,146.5385,4.8213916,2.5575793
-0.78239423,0.4251289,-0.45510948,0.99999994,151.4817,117.071976,2.6438546,2.0432916
0.63921064,0.5867663,-0.49710673,1.0,42.550514,119.80876,0.74264663,2.0910575
-0.5939851,0.58843166,0.5485708,1.0,135.2691,56.730976,2.3608913,0.9901424
-0.28606537,0.5947595,-0.75128406,1.0,115.68646,138.70172,2.0191097,2.4208019
-0.9495458,-0.26288804,-0.1710342,1.0,195.4751,99.847946,3.4116843,1.7426755
-0.15252912,-0.9861526,-0.065099165,0.99999994,261.20767,93.732544,4.558934,1.6359416
0.87540597,-0.4805997,0.051848818,1.0,331.23312,87.02795,5.781109,1.5189242
-0.5287877,-0.25774097,0.80867374,1.0,205.98546,36.033443,3.5951247,0.62890226
-0.10275434,0.56546307,0.81834775,1.0,100.29924,35.08026,1.750552,0.61226606
0.12421696,-0.15131788,-0.9806493,1.0,309.38257,168.71013,5.399745,2.9445474
0.5728676,0.8155065,-0.08229138,0.99999994,54.91317,94.72028,0.9584157,1.653181
-0.68338495,0.1335857,-0.7177324,1.0,168.93948,135.86758,2.9485505,2.3713367
0.7742889,-0.18201433,0.606092,1.0,346.77148,52.69254,6.0523043,0.91965836
0.113212086,0.6088464,-0.7851682,1.0,79.46642,141.73622,1.3869509,2.473764
0.80904937,0.38898277,-0.44060358,1.0,25.677776,116.14239,0.44816175,2.0270672
0.074419424,0.45027018,0.88978565,1.0,80.61515,27.153675,1.4069998,0.47392106
0.79180217,-0.61071104,0.009019381,1.0,322.35727,89.483215,5.626196,1.5617769
-0.26801133,-0.7448345,0.6110577,1.0,250.20993,52.33398,4.366987,0.9134003
-0.7480868,-0.22781892,0.6232694,1.0,196.93735,51.444717,3.4372053,0.8978798
-0.37403983,0.869691,0.3220741,0.99999994,113.27174,71.211586,1.976965,1.2428768
0.48324388,-0.03834709,-0.87464553,1.0,355.4629,151.00304,6.203998,2.6355004
-0.53805494,0.7295441,0.42221117,1.0,126.4096,65.025734,2.2062638,1.1349132
-0.46025407,0.12511827,0.8789264,1.0,164.79189,28.486874,2.876161,0.49718976
0.9524981,0.24583794,0.17975302,1.0,14.472097,79.64462,0.25258577,1.390061
0.8423848,-0.29437366,0.45136672,1.0,340.73788,63.16859,5.946998,1.1025
-0.84450984,-0.17570683,-0.5058955,1.0,191.75316,120.39081,3.346724,2.101216
-0.3153881,0.4657903,0.82678276,1.0,124.10204,34.230343,2.1659894,0.5974322
-0.34900984,-0.017755274,-0.93695086,1.0,182.91231,159.54564,3.1924222,2.784597
0.4041783,0.042603083,-0.9136875,1.0,6.017137,156.02002,0.10501886,2.7230632
-0.12226488,0.8604268,0.4946888,1.0,98.08746,60.35077,1.7119493,1.0533197
0.9020805,0.016875679,-0.43123776,1.0,1.0717362,115.54614,0.018705327,2.0166607
0.80025536,0.41092783,0.43672606,1.0,27.18031,64.10482,0.47438592,1.1188402
-0.80006015,0.56812114,-0.1927229,0.99999994,144.62152,101.11173,2.5241218,1.7647327
0.7136209,-0.47771278,0.51238245,1.0,326.2008,59.17734,5.6932783,1.0328395
0.8546624,0.49883208,-0.14393993,1.0,30.27039,98.2759,0.528318,1.7152381
0.20786412,0.14969216,-0.9666358,1.0,35.75933,165.15797,0.6241181,2.8825507
0.8057672,-0.29350433,-0.5143874,1.0,339.9856,120.95652,5.9338684,2.1110897
-0.73900986,-0.32515237,0.5900342,0.99999994,203.74872,53.840557,3.556086,0.93969506
0.205972,0.34107152,-0.9171945,0.99999994,58.872356,156.51932,1.0275165,2.7317777
-0.30964005,0.19000864,-0.9316758,1.0,148.4649,158.69757,2.5912015,2.7697952
0.650573,-0.72408193,0.22904174,1.0,311.93903,76.75934,5.4443636,1.3397032
-0.6622122,0.36241072,0.65584564,1.0,151.30931,49.016197,2.6408458,0.8554941
-0.6421926,-0.45127323,-0.61962986,1.0,215.09598,128.28911,3.7541332,2.2390676
-0.055864055,0.9868971,0.15137146,1.0,93.23981,81.29359,1.6273417,1.4188408
-0.057967357,-0.3628705,-0.9300348,1.0,260.92386,158.44025,4.553981,2.765304
-0.35927185,-0.88182867,0.30545375,1.0,247.83318,72.21453,4.3255053,1.2603815
-0.3412944,-0.8731802,0.3479575,1.0,248.65128,69.63756,4.3397837,1.2154047
0.6098592,0.35519662,0.708454,1.0,30.217548,44.890728,0.5273957,0.7834911
0.3057072,0.94323575,0.1298054,1.0,72.042244,82.54165,1.2573744,1.4406236
-0.62154543,-0.0283966,0.78286326,0.99999994,182.61584,38.476505,3.187248,0.67154175
-0.917074,-0.3982044,-0.020210998,0.99999994,203.47105,91.15808,3.55124,1.5910088
-0.13838652,-0.91806763,0.3714849,1.0,261.42795,68.19277,4.5627785,1.1901885
0.025417153,0.7573629,-0.6524993,1.0,88.077866,130.7303,1.5372488,2.2816744
-0.64790213,0.6965953,0.30818465,1.0,132.92584,72.05013,2.3199937,1.2575121
0.19353162,0.8323461,-0.5193703,1.0,76.91054,121.29003,1.3423421,2.1169105
-0.9686988,0.114308074,-0.22035486,1.0,173.27011,102.72987,3.0241342,1.7929746
0.80807304,-0.3917951,-0.43990284,1.0,334.1335,116.09768,5.8317304,2.0262868
0.7817287,-0.4884106,0.38775685,1.0,328.00357,67.185005,5.7247424,1.1725996
-0.6712309,-0.48495042,-0.5605998,1.0,215.84732,124.09729,3.7672467,2.1659064
0.4979673,-0.25298017,-0.82947546,0.99999994,333.06827,146.0449,5.813138,2.5489645
-0.23365995,0.22560246,-0.94578356,0.99999994,136.00513,161.04669,2.3737373,2.8107953
0.57594484,-0.30841452,-0.7570786,0.99999994,331.83127,139.20732,5.7915483,2.4296262
0.054773916,-0.4043487,-0.9129633,1.0,277.71445,155.91812,4.8470316,2.7212846
0.6892038,0.57120186,-0.44578752,1.0,39.651432,116.47373,0.6920481,2.0328503
0.31326756,-0.89406234,-0.3201811,0.99999994,289.30978,108.673874,5.0494084,1.8967171
-0.56468934,0.28477877,0.7746141,1.0,153.2377,39.229942,2.6745026,0.68469167
-0.60655624,0.777721,-0.1650443,1.0,127.951195,99.49981,2.2331698,1.7365993
0.047746476,0.8849722,0.46318948,1.0,86.91174,62.406887,1.5168961,1.0892057
-0.9001656,0.42822233,0.0795453,0.99999994,154.55887,85.43757,2.6975613,1.491167
0.91200686,0.2030129,-0.3564116,1.0,12.549442,110.87998,0.2190291,1.9352208
-0.17708236,-0.82843053,-0.53136116,1.0,257.93423,122.097466,4.501802,2.131003
0.8782594,-0.046787955,-0.47588995,0.99999994,356.95053,118.417305,6.2299623,2.066772
0.011961119,-0.9818182,0.18944642,0.99999994,270.69797,79.07951,4.724571,1.380198
-0.7233911,0.4718898,0.5040093,1.0,146.88237,59.734386,2.5635812,1.0425618
-0.56458956,0.8252238,0.015630089,1.0,124.378586,89.10442,2.170816,1.5551656
-0.8334625,0.17329451,0.5246993,1.0,168.25433,58.351997,2.9365923,1.0184345
0.8836523,0.13477938,-0.44832253,1.0,8.67222,116.6361,0.15135881,2.035684
-0.95072645,-0.30564433,-0.05196886,1.0,197.82182,92.978935,3.4526422,1.6227887
0.9965438,0.060560033,-0.056858066,0.99999994,3.4775913,93.25948,0.06069542,1.6276851
0.105881035,-0.97659785,0.18720537,1.0,276.1877,79.21026,4.8203855,1.3824799
-0.025006665,-0.43658426,0.8993158,1.0,266.7218,25.931725,4.655174,0.452594
0.7127911,-0.38857836,0.583897,1.0,331.40298,54.274895,5.7840734,0.94727564
0.37874663,-0.26810807,0.8858155,1.0,324.70596,27.647953,5.6671886,0.48254785
0.4802148,0.74582064,-0.4616766,1.0,57.22355,117.49534,0.9987394,2.0506806
-0.14457017,0.3771192,-0.9148118,1.0,110.974525,156.17902,1.9368709,2.7258382
-0.96681744,-0.16588674,0.19428231,0.99999994,189.73602,78.797195,3.3115184,1.3752706
-0.08015687,0.34870538,-0.9337984,1.0,102.94569,159.03487,1.7967412,2.7756822
-0.5817552,-0.6727228,-0.45717055,1.0,229.1475,117.20467,3.9993787,2.0456076
-0.91130847,0.16694972,-0.37635717,1.0,169.61865,112.108215,2.9604042,1.9566576
0.5026212,0.5140063,-0.69510394,1.0,45.641624,134.0355,0.79659665,2.339361
-0.6604647,-0.4210835,0.6216712,1.0,212.5198,51.56172,3.7091706,0.89992183
0.18965879,0.5673457,0.8013416,0.99999994,71.515656,36.74159,1.2481837,0.6412617
0.09659234,0.88258326,0.46012688,1.0,83.75425,62.604706,1.4617875,1.0926583
-0.4684784,0.8834673,-0.0036767966,1.0,117.935776,90.21066,2.0583677,1.5744731
-0.06049575,-0.86426276,-0.49938983,1.0,265.996,119.95964,4.642506,2.0936909
0.66727436,-0.53791535,-0.51516217,1.0,321.12637,121.00829,5.604713,2.1119933
-0.75753176,-0.48544043,-0.43645528,1.0,212.6525,115.87792,3.7114863,2.0224514
0.91258776,0.394391,-0.10788541,0.99999994,23.372442,96.19343,0.40792608,1.6788921
-0.8999227,-0.33107287,0.28377783,1.0,200.19807,73.51419,3.4941158,1.2830647
-0.49345928,0.17392679,-0.8522015,1.0,160.58426,148.45192,2.8027241,2.590975
0.6716023,-0.54412454,0.50287056,1.0,320.986,59.809902,5.602263,1.0438797
0.75096774,0.013779548,-0.6601951,1.0,1.0512054,131.31476,0.018346997,2.291875
-0.25760934,-0.74705696,-0.6128159,1.0,250.97414,127.793396,4.3803253,2.2304156
0.984436,-0.10017118,-0.1444007,1.0,354.18985,98.302574,6.1817794,1.7157037
-0.107035235,0.039803047,-0.9934582,1.0,159.60141,173.44273,2.7855701,3.0271468
-0.052776903,-0.92506176,0.37613204,0.99999994,266.73465,67.90569,4.6553984,1.185178
0.5967003,-0.6993841,0.3934598,0.99999994,310.47012,66.83005,5.4187264,1.1664045
0.2636817,-0.8445799,-0.46600085,1.0,287.33862,117.77501,5.015005,2.0555618
0.18670972,-0.008746357,-0.9823762,1.0,357.31793,169.22723,6.236375,2.9535725
0.80042416,0.4557224,0.3894076,1.0,29.655071,67.08236,0.51757866,1.1708081
0.052163113,0.9820251,0.18139939,1.0,86.95942,79.54871,1.5177283,1.3883871
0.5751942,-0.64049935,-0.5088342,1.0,311.9251,120.586205,5.4441204,2.1046264
-0.886994,-0.097346485,0.45140368,1.0,186.26308,63.16622,3.250904,1.1024586
0.10089005,-0.47611472,-0.8735765,0.99999994,281.96414,150.87695,4.921203,2.6332998
-0.50029427,-0.8398089,-0.21077651,1.0,239.2167,102.167854,4.1751194,1.7831656
-0.38979656,-0.43086165,-0.81389,1.0,227.86464,144.47775,3.9769883,2.5216126
-0.7977004,0.3511934,0.490242,1.0,156.23814,60.643513,2.7268703,1.058429
0.7406351,-0.21232876,0.6374764,1.0,344.0032,50.396103,6.0039887,0.879578
0.1405897,-0.5943109,-0.7918517,1.0,283.30917,142.35889,4.9446783,2.4846315
0.52834433,-0.45062947,-0.719573,1.0,319.53885,136.01924,5.5770054,2.3739836
-0.649117,-0.4484003,-0.6144789,1.0,214.63612,127.914055,3.7461073,2.2325215
0.3528101,-0.7344088,-0.5798006,1.0,295.65964,125.436516,5.1602345,2.1892803
0.3423973,-0.7565768,0.55709577,1.0,294.34967,56.14481,5.137371,0.97991186
-0.25576508,-0.9465872,0.19635908,1.0,254.87988,78.675865,4.4484935,1.373153
0.82151264,-0.013950389,-0.57001966,1.0,359.02713,124.751595,6.266206,2.1773262
-0.5148741,-0.7468439,-0.42086682,1.0,235.41762,114.88932,4.108813,2.005197
-0.42319816,0.22697349,-0.8771467,1.0,151.79405,151.30006,2.649306,2.6406844
0.26076362,0.95831853,-0.11673867,1.0,74.77805,96.70392,1.3051233,1.6878018
0.41241723,-0.4695663,-0.78065324,0.99999994,311.29263,141.32043,5.4330816,2.466507
0.47367513,0.16108304,-0.865843,1.0,18.781666,149.9791,0.3278019,2.6176293
-0.089593306,0.80355847,-0.5884444,1.0,96.36195,126.04669,1.6818335,2.19993
-0.57634854,-0.03941558,0.8162529,1.0,183.91228,35.288567,3.2098749,0.6159017
-0.9934865,0.046468914,-0.10404414,1.0,177.32202,95.9721,3.0948532,1.6750292
